isReoccurring,isReoccuring_manual,title,catalog,Veranstaltungsart,Langtext,Veranstaltungsnummer,Kurztext,Semester,SWS,Erwartete Teilnehmer,Max. Teilnehmer,Credits,Credits_manual,Belegung,Zeitfenster,Hyperlink,Weitere Links,Sprache,Belegungsfristen,,Tag,Zeit,Rhythmus,Dauer,Raum,Raum- plan,Status,Location,Bemerkung,fällt aus am,Max. Teilnehmer,Zuständigkeit,Ausgeschlossen_Ingenieurwissenschaften_Bachelor,Ausgeschlossen_manual,Exam,Graded,total,# ratings,fairness,support,material,comprehensibility,fun,interesting,grade/effort,recommendation (0-100),link
false,false,Wissensmanagement im Kontext von Demografie und Human Resources,IOS,Blockseminar,,,,WiSe 2019/20,,40,40,3 - 4,3;4,Belegpflicht,,,Studium liberale im IOS (Modul E3),Deutsch,E3 Direkte Zulassung/Warteliste Sem 25.09.2019 16:00:00 - 31.03.2020 23:59:59 aktuell,;Studium liberale (E3);;Institut für Optionale Studien IOS;,Fr.;-.;,12:15 bis 13:45;09:00 bis 18:00;,EinzelT;Block+SaSo;,am 29.11.2019;10.01.2020 bis 12.01.2020;,R12V - R12 V05 D81;S05R - S05 R03 H20;,;;,;;,Essen,obligatorische Vorbesprechung;Fr-So;,;;,;;,;;,-,-,Schriftliche Ausarbeitung;Präsentation,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=9C2E365B981B0225D7D7922C99B55953.pas084cm?state=verpublish&status=init&vmfile=no&publishid=326422&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
true,true,Basiskenntnisse des Zivilrechts und der geistigen Schutzrechte mit praktischer Fallbearbeitung,IOS,Blockseminar,,,,WiSe 2019/20,,,35,2 - 3,2;3,Belegpflicht,,,Studium liberale im IOS (Modul E3),Deutsch,E3 Direkte Zulassung/Warteliste Sem 25.09.2019 16:00:00 - 31.03.2020 23:59:59 aktuell;E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,;;;Institut für Optionale Studien IOS;;;Studium liberale (E3);,Fr.;Sa.;Fr.;Fr.;Sa.;,10:00 bis 11:30;10:15 bis 17:00;10:15 bis 17:00;10:15 bis 17:00;10:15 bis 17:00;,EinzelT;EinzelT;EinzelT;EinzelT;EinzelT;,am 13.12.2019;am 11.01.2020;am 24.01.2020;am 10.01.2020;am 18.01.2020;,R12S - R12 S05 H81;R12R - R12 R04 B93;R12R - R12 R04 B93;R12R - R12 R04 B93;R12R - R12 R04 B93;,;;;;;,;;;;;,Essen,Vorbesprechung;;;;;,;;;;;,35;35;35;35;35;,;,-,BWL (MSM);BWL (WiWi);Soziale Arbeit;VWL;Wi-Inf,Präsentation,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=9C2E365B981B0225D7D7922C99B55953.pas084cm?state=verpublish&status=init&vmfile=no&publishid=326499&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
false,false,Die Entdeckung des Ruhrgebiets. Literatur und Fotografie als Medien der Auseinandersetzung mit einer Region im Wandel der Zeiten,IOS,Blockseminar,,,,WiSe 2019/20,,,35,3,3,Belegpflicht,,,Studium liberale im IOS (Modul E3),Deutsch,E3 Direkte Zulassung/Warteliste Sem 25.09.2019 16:00:00 - 31.03.2020 23:59:59 aktuell;E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,;;;Studium liberale (E3);,Fr.;;Sa.;,14:15 bis 15:45;;10:15 bis 17:15;,EinzelT;Institut für Optionale Studien IOS;wöch.;,am 13.12.2019;11.01.2020 bis 08.02.2020;,LC - LC 140;LK - LK 051;,;;,;;,Duisburg (L/M),Vorbesprechung;Block Sa;,;01.02.2020: verschoben auf 08.02.2020 [Änderung vom 27.11.2020];,;;,;,-,2-Fach GeiWi,Präsentation,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=9C2E365B981B0225D7D7922C99B55953.pas084cm?state=verpublish&status=init&vmfile=no&publishid=327101&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
true,true,"Ambivalenzen der Gewalt - warum uns fasziniert, was uns eigentlich abstößt",IOS,Blockseminar,,,,WiSe 2019/20,,35,35,3 - 3,3,Belegpflicht,,,Studium liberale im IOS (Modul E3),Deutsch,E3 Abmelden Sem 25.09.2019 16:00:00 - 31.03.2020 23:59:59 aktuell;E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,;;Institut für Optionale Studien IOS;;Studium liberale (E3);,Mo.;-.;-.;,16:15 bis 17:45;10:00 bis 17:00;10:00 bis 17:00;,EinzelT;Block+SaSo;Block+SaSo;,am 16.12.2019;25.01.2020 bis 26.01.2020;11.01.2020 bis 12.01.2020;,T03R - T03 R02 D26;R12S - R12 S05 H81;R12S - R12 S05 H81;,;;;,;;;,Essen,obligatorische Vorbesprechung;;;,;;;,;;;,;,-,2-Fach GeiWi,Schriftliche Ausarbeitung,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=9C2E365B981B0225D7D7922C99B55953.pas084cm?state=verpublish&status=init&vmfile=no&publishid=328840&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
false,false,Einführung in die Humanbiologie,IOS,Blockseminar,,,,WiSe 2019/20,,,35,3,3,Belegpflicht,,,Institut für Optionale Studien IOS,Deutsch,E3 Direkte Zulassung/Warteliste Sem 25.09.2019 16:00:00 - 31.03.2020 23:59:59 aktuell;E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,;;Institut für Optionale Studien IOS;;Studium liberale (E3);,Mo.;-.;-.;,14:15 bis 15:45;10:15 bis 16:30;10:15 bis 16:30;,EinzelT;Block+SaSo;Block+SaSo;,am 16.12.2019;25.01.2020 bis 26.01.2020;11.01.2020 bis 12.01.2020;,T03R - T03 R02 D26;R12V - R12 V01 D20;R12V - R12 V01 D20;,;;;,;;;,Essen,obligatorische Vorbesprechung;;;,;;;,;;;,;,Elektrotechnik und Informationstechnik;ISE;Medizintechnik;Nano Engineering,Bio;Chemie;EIT;ISE;Medizintechnik;NanoEng,Schriftliche Ausarbeitung;Präsentation,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=9C2E365B981B0225D7D7922C99B55953.pas084cm?state=verpublish&status=init&vmfile=no&publishid=329938&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
true,true,Profiling - Im Fluss der Zeichen - Gruppe 1 + 2,IOS,Blockseminar,,,,WiSe 2019/20,,,35,3,3,Belegpflicht,,,Studium liberale im IOS (Modul E3),Deutsch,E3 Direkte Zulassung/Warteliste Sem 25.09.2019 16:00:00 - 31.03.2020 23:59:59 aktuell;E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,;;Institut für Optionale Studien IOS;;;Studium liberale (E3);,Fr.;Fr.;-.;-.;,10:15 bis 11:45;12:15 bis 13:45;10:15 bis 16:30;10:15 bis 16:30;,EinzelT;EinzelT;Block;Block;,am 17.01.2020;am 17.01.2020;09.03.2020 bis 12.03.2020;16.03.2020 bis 19.03.2020;,R12R - R12 R06 A69;R12R - R12 R06 A69;R12S - R12 S05 H81;R12S - R12 S05 H81;,;;;;,;;;;,Essen,Vorbesprechung;Vorbesprechung;Mo-Do;Mo-Do;,;;;;,;;;;,;,-,-,Schriftliche Ausarbeitung;Präsentation,yes,4.83,1,5.0,5.0,5.0,4.0,5.0,5.0,5.0,100,https://campus.uni-due.de/lsf/rds;jsessionid=9C2E365B981B0225D7D7922C99B55953.pas084cm?state=verpublish&status=init&vmfile=no&publishid=324975&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
false,false,Einfluss der Musik. Vom Konzert zum Kino,IOS,Blockseminar,,,,WiSe 2019/20,,,35,3,3,Belegpflicht,,,Studium liberale im IOS (Modul E3),Deutsch,E3 Direkte Zulassung/Warteliste Sem 25.09.2019 16:00:00 - 31.03.2020 23:59:59 aktuell;E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,";;;;Bachelor, Bachelor;;;;Institut für Optionale Studien IOS;",Fr.;Mi.;Fr.;Do.; - ;Di.;Do.;Di.;,09:00 bis 10:00 s.t.;10:00 bis 17:00;09:30 bis 15:00;13:00 bis 17:00;;13:30 bis 18:30;10:00 bis 17:00;13:30 bis 18:30;,EinzelT;EinzelT;EinzelT;EinzelT;;EinzelT;EinzelT;EinzelT;,am 31.01.2020;am 26.02.2020;am 28.02.2020;am 27.02.2020;;am 25.02.2020;am 27.02.2020;am 25.02.2020;,Weststadttürme - WST-A.02.04;R12S - R12 S05 H81;R12S - R12 S05 H81;R12R - R12 R05 A84;;R12S - R12 S05 H81;R12S - R12 S05 H81;R12R - R12 R05 A84;,;;;;Studium liberale (E3);;;;,;;;;;;;,Essen,Vorbesprechung;;;Zusatzraum m Verdunkelung / ohne Fenster;;;Zusatzraum m Verdunkelung / ohne Fenster;,;;;;;;;,;;;;;;;,;,-,-,Schriftliche Ausarbeitung;Präsentation,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=9C2E365B981B0225D7D7922C99B55953.pas084cm?state=verpublish&status=init&vmfile=no&publishid=329949&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
false,false,Väter gesucht!? Divergente Darstellungen der Vaterrolle in aktueller Jugendliteratur,IOS,Blockseminar,,,,WiSe 2019/20,,,40,3 - 4,3;4,Belegpflicht,,,Studium liberale im IOS (Modul E3),Deutsch,E3 Direkte Zulassung/Warteliste Sem 25.09.2019 16:00:00 - 31.03.2020 23:59:59 aktuell;E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,";;Bachelor, Bachelor;;Master, Master;",Mo.;-.; - ;-.; - ;,10:15 bis 11:45;09:15 bis 15:00;;09:15 bis 15:00;;,EinzelT;Block;;Block;Studium liberale (E3);,am 02.03.2020;30.03.2020 bis 31.03.2020;;23.03.2020 bis 24.03.2020;,Weststadttürme - WST-A.12.04;R12R - R12 R04 B11;;R12R - R12 R04 B11;,;;Institut für Optionale Studien IOS;;,;;;,Essen,Vorbesprechung;Blocktag Mo+Di;Blocktag Mo+Di;,;;;,;;;,;,-,2-Fach GeiWi,Schriftliche Ausarbeitung,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=9C2E365B981B0225D7D7922C99B55953.pas084cm?state=verpublish&status=init&vmfile=no&publishid=331122&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
true,true,A History of American Literature,Kultur und Gesellschaft,Vorlesung,,,,WiSe 2019/20,2,10,10,3 - 3,3,Belegpflicht,,,Studium liberale im IOS (Modul E3),Englisch,E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Abmelden KW42 07.10.2019 09:00:01 - 31.03.2020 23:59:59 aktuell;E3 Direkte Zulassung/Warteliste KW42 25.09.2019 16:00:00 - 07.10.2019 09:00:00;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,;Studium liberale (E3);,Mo.;,16:00 bis 18:00;,wöch.;,von 14.10.2019;,;,;,;,Essen,E - SH 601;,;,;,;,-,2-Fach GeiWi;KuWi (Englisch),Klausur,yes,4.28,8,4.63,4.29,4.50,4.38,3.75,4.13,4.5,100,https://campus.uni-due.de/lsf/rds;jsessionid=ADDD91038BEBF86E4CB8A1D26154071D.pas085cm?state=verpublish&status=init&vmfile=no&publishid=332532&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
true,true,A History of British Literature and Culture,Kultur und Gesellschaft,Vorlesung,,,,WiSe 2019/20,2,10,10,3 - 3,3,Belegpflicht,,,Studium liberale im IOS (Modul E3),Englisch,E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Abmelden KW42 07.10.2019 09:00:01 - 31.03.2020 23:59:59 aktuell;E3 Direkte Zulassung/Warteliste KW42 25.09.2019 16:00:00 - 07.10.2019 09:00:00;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,;Studium liberale (E3);,Mo.;,14:00 bis 16:00;,wöch.;,von 14.10.2019;,;,;,;,Essen,E - SH 601;,;,;,;,-,2-Fach GeiWi;KuWi (Englisch),Klausur,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=ADDD91038BEBF86E4CB8A1D26154071D.pas085cm?state=verpublish&status=init&vmfile=no&publishid=332531&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
true,true,A Survey of American Literature Gr. 1,Kultur und Gesellschaft,Seminar,,,,WiSe 2019/20,2,5,5,4 - 4,4,Belegpflicht,,,Studium liberale im IOS (Modul E3),Englisch,E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Abmelden KW42 07.10.2019 09:00:01 - 31.03.2020 23:59:59 aktuell;E3 Direkte Zulassung/Warteliste KW42 25.09.2019 16:00:00 - 07.10.2019 09:00:00;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,;Studium liberale (E3);,Mo.;,12:00 bis 14:00;,wöch.;,von 14.10.2019;,;,;,;,Essen,E - R12 R04 B21;,;,;,;,-,2-Fach GeiWi;KuWi (Englisch),Schriftliche Ausarbeitung,yes,4.0,2,4.0,4.0,4.0,5.0,3.5,3.5,3.5,100,https://campus.uni-due.de/lsf/rds;jsessionid=ADDD91038BEBF86E4CB8A1D26154071D.pas085cm?state=verpublish&status=init&vmfile=no&publishid=332533&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
true,true,A Survey of American Literature Gr. 2,Kultur und Gesellschaft,Seminar,,,,WiSe 2019/20,2,5,5,4 - 4,4,Belegpflicht,,,Studium liberale im IOS (Modul E3),Englisch,E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Abmelden KW42 07.10.2019 09:00:01 - 31.03.2020 23:59:59 aktuell;E3 Direkte Zulassung/Warteliste KW42 25.09.2019 16:00:00 - 07.10.2019 09:00:00;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,;Studium liberale (E3);,Do.;,12:00 bis 14:00;,wöch.;,von 17.10.2019;,;,;,;,Essen,E - R12 R04 B21;,;,;,;,-,2-Fach GeiWi;KuWi (Englisch),Schriftliche Ausarbeitung,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=ADDD91038BEBF86E4CB8A1D26154071D.pas085cm?state=verpublish&status=init&vmfile=no&publishid=332604&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
true,true,A Survey of American Literature Gr. 3,Kultur und Gesellschaft,Seminar,,,,WiSe 2019/20,2,5,5,4 - 4,4,Belegpflicht,,,Studium liberale im IOS (Modul E3),Englisch,E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Abmelden KW42 07.10.2019 09:00:01 - 31.03.2020 23:59:59 aktuell;E3 Direkte Zulassung/Warteliste KW42 25.09.2019 16:00:00 - 07.10.2019 09:00:00;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,;Studium liberale (E3);,Mi.;,16:00 bis 18:00;,wöch.;,von 16.10.2019;,;,;,;,Essen,E - R12 R05 A69;,;,;,;,-,2-Fach GeiWi;KuWi (Englisch),Schriftliche Ausarbeitung,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=ADDD91038BEBF86E4CB8A1D26154071D.pas085cm?state=verpublish&status=init&vmfile=no&publishid=332579&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
false,true,A Survey of American Literature Gr. 4,Kultur und Gesellschaft,Seminar,,,,WiSe 2019/20,2,5,5,4 - 4,4,Belegpflicht,,,Studium liberale im IOS (Modul E3),Englisch,E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Abmelden KW42 07.10.2019 09:00:01 - 31.03.2020 23:59:59 aktuell;E3 Direkte Zulassung/Warteliste KW42 25.09.2019 16:00:00 - 07.10.2019 09:00:00;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,;Studium liberale (E3);,Do.;,14:00 bis 16:00;,wöch.;,von 17.10.2019;,;,;,;,Essen,E - R09 S04 B17;,;,;,;,-,2-Fach GeiWi;KuWi (Englisch),Schriftliche Ausarbeitung,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=ADDD91038BEBF86E4CB8A1D26154071D.pas085cm?state=verpublish&status=init&vmfile=no&publishid=332605&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
true,true,A Survey of American Literature Gr. 5,Kultur und Gesellschaft,Seminar,,,,WiSe 2019/20,2,5,5,4 - 4,4,Belegpflicht,,,Studium liberale im IOS (Modul E3),Englisch,E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Abmelden KW42 07.10.2019 09:00:01 - 31.03.2020 23:59:59 aktuell;E3 Direkte Zulassung/Warteliste KW42 25.09.2019 16:00:00 - 07.10.2019 09:00:00;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,;Studium liberale (E3);,Do.;,12:00 bis 14:00;,wöch.;,von 17.10.2019;,;,;,;,Essen,E - T03 R02 D39;,;,;,;,-,2-Fach GeiWi;KuWi (Englisch),Schriftliche Ausarbeitung,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=ADDD91038BEBF86E4CB8A1D26154071D.pas085cm?state=verpublish&status=init&vmfile=no&publishid=332606&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
true,true,A Survey of British Literature Gr. 1,Kultur und Gesellschaft,Seminar,,,,WiSe 2019/20,2,5,5,4 - 4,4,Belegpflicht,,,Studium liberale im IOS (Modul E3),Englisch,E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Abmelden KW42 07.10.2019 09:00:01 - 31.03.2020 23:59:59 aktuell;E3 Direkte Zulassung/Warteliste KW42 25.09.2019 16:00:00 - 07.10.2019 09:00:00;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,;Studium liberale (E3);,Fr.;,12:00 bis 13:30;,wöch.;,von 18.10.2019;,;,;,;,Essen,E - R12 R04 B21;,;,;,;,-,2-Fach GeiWi;KuWi (Englisch),Klausur,yes,4.58,2,5.0,5.0,4.5,5.0,4.0,4.0,5.0,100,https://campus.uni-due.de/lsf/rds;jsessionid=ADDD91038BEBF86E4CB8A1D26154071D.pas085cm?state=verpublish&status=init&vmfile=no&publishid=332639&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
true,true,A Survey of British Literature Gr. 3,Kultur und Gesellschaft,Seminar,,,,WiSe 2019/20,2,5,5,4 - 4,4,Belegpflicht,,,Studium liberale im IOS (Modul E3),Englisch,E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Abmelden KW42 07.10.2019 09:00:01 - 31.03.2020 23:59:59 aktuell;E3 Direkte Zulassung/Warteliste KW42 25.09.2019 16:00:00 - 07.10.2019 09:00:00;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,;Studium liberale (E3);,Mi.;,10:00 bis 12:00;,wöch.;,von 16.10.2019;,;,;,;,Essen,E - R12 R04 B21;,;,;,;,-,2-Fach GeiWi;KuWi (Englisch),Klausur,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=ADDD91038BEBF86E4CB8A1D26154071D.pas085cm?state=verpublish&status=init&vmfile=no&publishid=332578&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
true,true,A Survey of British Literature Gr. 4,Kultur und Gesellschaft,Seminar,,,,WiSe 2019/20,2,5,5,4 - 4,4,Belegpflicht,,,Studium liberale im IOS (Modul E3),Englisch,E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Abmelden KW42 07.10.2019 09:00:01 - 31.03.2020 23:59:59 aktuell;E3 Direkte Zulassung/Warteliste KW42 25.09.2019 16:00:00 - 07.10.2019 09:00:00;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,;Studium liberale (E3);,Do.;,14:00 bis 16:00;,wöch.;,von 17.10.2019;,;,;,;,Essen,E - R09 S05 B08;,;,;,;,-,2-Fach GeiWi;KuWi (Englisch),Klausur,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=ADDD91038BEBF86E4CB8A1D26154071D.pas085cm?state=verpublish&status=init&vmfile=no&publishid=332602&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
false,true,A Survey of British Literature Gr. 5,Kultur und Gesellschaft,Seminar,,,,WiSe 2019/20,2,5,5,4 - 4,4,Belegpflicht,,,Studium liberale im IOS (Modul E3),Englisch,E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Abmelden KW42 07.10.2019 09:00:01 - 31.03.2020 23:59:59 aktuell;E3 Direkte Zulassung/Warteliste KW42 25.09.2019 16:00:00 - 07.10.2019 09:00:00;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,;Studium liberale (E3);,Fr.;,08:30 bis 10:00;,wöch.;,von 18.10.2019;,;,;,;,Essen,E - R12 R04 B21;,;,;,;,-,2-Fach GeiWi;KuWi (Englisch),Klausur,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=ADDD91038BEBF86E4CB8A1D26154071D.pas085cm?state=verpublish&status=init&vmfile=no&publishid=332640&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
false,true,A Survey of British Literature Gr. 6,Kultur und Gesellschaft,Seminar,,,,WiSe 2019/20,2,5,5,4 - 4,4,Belegpflicht,,,Studium liberale im IOS (Modul E3),Englisch,E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Abmelden KW42 07.10.2019 09:00:01 - 31.03.2020 23:59:59 aktuell;E3 Direkte Zulassung/Warteliste KW42 25.09.2019 16:00:00 - 07.10.2019 09:00:00;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,;Studium liberale (E3);,Do.;,10:00 bis 12:00;,wöch.;,von 17.10.2019;,;,;,;,Essen,E - R12 R07 A84;,;,;,;,-,2-Fach GeiWi;KuWi (Englisch),Klausur,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=ADDD91038BEBF86E4CB8A1D26154071D.pas085cm?state=verpublish&status=init&vmfile=no&publishid=332603&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
true,true,Introduction to American Civilization,Kultur und Gesellschaft,Vorlesung,,,,WiSe 2019/20,2,15,15,3 - 3,3,Belegpflicht,,,Studium liberale im IOS (Modul E3),Englisch,E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Abmelden KW42 07.10.2019 09:00:01 - 31.03.2020 23:59:59 aktuell;E3 Direkte Zulassung/Warteliste KW42 25.09.2019 16:00:00 - 07.10.2019 09:00:00;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,;Studium liberale (E3);,Do.;,16:00 bis 18:00;,wöch.;,von 17.10.2019;,;,;,;,Essen,E - SH 601;,;,;,;,-,2-Fach GeiWi;KuWi (Englisch),Klausur,yes,4.83,8,4.75,4.88,4.75,5.0,5.0,4.63,4.29,100,https://campus.uni-due.de/lsf/rds;jsessionid=ADDD91038BEBF86E4CB8A1D26154071D.pas085cm?state=verpublish&status=init&vmfile=no&publishid=332607&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
false,false,Introduction to British Culture,Kultur und Gesellschaft,Vorlesung,,,,WiSe 2019/20,2,15,15,3 - 3,3,Belegpflicht,,,Studium liberale im IOS (Modul E3),Englisch,E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Abmelden KW42 07.10.2019 09:00:01 - 31.03.2020 23:59:59 aktuell;E3 Direkte Zulassung/Warteliste KW42 25.09.2019 16:00:00 - 07.10.2019 09:00:00;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,;Studium liberale (E3);,Mi.;,14:00 bis 16:00;,wöch.;,von 16.10.2019;,;,;,;,Essen,E - SH 601;,;,;,;,-,2-Fach GeiWi;KuWi (Englisch),Klausur,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=ADDD91038BEBF86E4CB8A1D26154071D.pas085cm?state=verpublish&status=init&vmfile=no&publishid=332580&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
false,false,Die politische Kraft der Poesie - im Gespräch mit Konstantin Wecker,Kultur und Gesellschaft,Seminar,,,,WiSe 2019/20,2,10,10,3 - 3,3,Belegpflicht,,,Studium liberale im IOS (Modul E3),Deutsch,E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Abmelden KW42 07.10.2019 09:00:01 - 31.03.2020 23:59:59 aktuell;E3 Direkte Zulassung/Warteliste KW42 25.09.2019 16:00:00 - 07.10.2019 09:00:00;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,;Studium liberale (E3);,Di.;,12:00 bis 14:00;,wöch.;,von 15.10.2019;,;,;,;,Essen,E - WST-C. 02.12;,;,;,;,-,2-Fach GeiWi,Schriftliche Ausarbeitung,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=ADDD91038BEBF86E4CB8A1D26154071D.pas085cm?state=verpublish&status=init&vmfile=no&publishid=332557&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
false,false,"Dinge in Literatur, Kunst und Kultur des Mittelalters",Kultur und Gesellschaft,Seminar,,,,WiSe 2019/20,2,5,5,2 - 6,2;3;4;5;6,Belegpflicht,,,Studium liberale im IOS (Modul E3),Deutsch,E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Abmelden KW42 07.10.2019 09:00:01 - 31.03.2020 23:59:59 aktuell;E3 Direkte Zulassung/Warteliste KW42 25.09.2019 16:00:00 - 07.10.2019 09:00:00;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,;Studium liberale (E3);,Di.;,14:00 bis 16:00;,wöch.;,von 15.10.2019;,;,;,;,Essen,E - T03 R04 D10;,;,;,;,-,2-Fach GeiWi,unknown,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=ADDD91038BEBF86E4CB8A1D26154071D.pas085cm?state=verpublish&status=init&vmfile=no&publishid=332558&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
