isReoccurring,isReoccuring_manual,title,catalog,Veranstaltungsart,Langtext,Veranstaltungsnummer,Kurztext,Semester,SWS,Erwartete Teilnehmer,Max. Teilnehmer,Credits,Credits_manual,Belegung,Zeitfenster,Hyperlink,Weitere Links,Sprache,Belegungsfristen,,Tag,Zeit,Rhythmus,Dauer,Raum,Raum- plan,Status,Location,Bemerkung,fällt aus am,Max. Teilnehmer,Zuständigkeit,Ausgeschlossen_Ingenieurwissenschaften_Bachelor,Ausgeschlossen_manual,Exam,Graded,total,# ratings,fairness,support,material,comprehensibility,fun,interesting,grade/effort,recommendation (0-100),link
false,true,Selbstmanagement im Beruf,Kultur und Gesellschaft,Seminar,,,,WiSe 2019/20,,10,10,2 - 3,2;3,Belegpflicht,,,Studium liberale im IOS (Modul E3),Deutsch,E3 Abmelden KW42 07.10.2019 09:00:01 - 31.03.2020 23:59:59 aktuell;E3 Direkte Zulassung/Warteliste KW42 25.09.2019 16:00:00 - 07.10.2019 09:00:00;E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,;Studium liberale (E3);,Do.;,10:00 bis 12:00;,wöch.;,von 17.10.2019;,;,;,;,Essen,E - SM - 311;,;,10;,;,Bauingenieurwesen;Komedia,BiWi;Komedia;Chemie;BauIng;Innopren;M_AEM;TWM,Schriftliche Ausarbeitung;Präsentation,no,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=ADDD91038BEBF86E4CB8A1D26154071D.pas085cm?state=verpublish&status=init&vmfile=no&publishid=333074&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
true,true,Bildung über die Lebenszeit (Ringvorlesung),Kultur und Gesellschaft,Vorlesung,,,,WiSe 2019/20,2,25,25,3 - 3,3,Belegpflicht,,,Studium liberale im IOS (Modul E3),Deutsch,E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Abmelden KW42 07.10.2019 09:00:01 - 31.03.2020 23:59:59 aktuell;E3 Direkte Zulassung/Warteliste KW42 25.09.2019 16:00:00 - 07.10.2019 09:00:00;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,;Studium liberale (E3);,Mo.;,10:00 bis 12:00;,wöch.;,von 14.10.2019;,;,;,;,Essen,E - S06 S00 B32;,;,;,;,-,BiWi;GesWi;MOAS (Soz);MOAS (PW),Schriftliche Ausarbeitung,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=ADDD91038BEBF86E4CB8A1D26154071D.pas085cm?state=verpublish&status=init&vmfile=no&publishid=332549&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
false,false,Soziologie I: Handeln in sozialen Bezügen,Kultur und Gesellschaft,Vorlesung,,,,WiSe 2019/20,2,15,15,3 - 3,3,Belegpflicht,,,Studium liberale im IOS (Modul E3),Deutsch,E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Abmelden KW42 07.10.2019 09:00:01 - 31.03.2020 23:59:59 aktuell;E3 Direkte Zulassung/Warteliste KW42 25.09.2019 16:00:00 - 07.10.2019 09:00:00;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,;Studium liberale (E3);,Do.;,14:00 bis 16:00;,wöch.;,von 17.10.2019;,;,;,;,Essen,E - S04 T01 A02;,;,;,;,-,BiWi;GesWi;MOAS (Soz);MOAS (PW),Klausur,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=ADDD91038BEBF86E4CB8A1D26154071D.pas085cm?state=verpublish&status=init&vmfile=no&publishid=332632&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
true,true,Weiterbildung in Europa - Lebenslanges Lernen,Kultur und Gesellschaft,Seminar,,,,WiSe 2019/20,2,10,10,3 - 3,3,Belegpflicht,,,Studium liberale im IOS (Modul E3),Deutsch,E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Abmelden KW42 07.10.2019 09:00:01 - 31.03.2020 23:59:59 aktuell;E3 Direkte Zulassung/Warteliste KW42 25.09.2019 16:00:00 - 07.10.2019 09:00:00;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,;Studium liberale (E3);,Mo.;,12:00 bis 16:00;,14-tgl.;,von 14.10.2019;,;,;,;,Essen,E - S06 S01 A21;,;,;,;;,-,BiWi;GesWi;MOAS (Soz);MOAS (PW),Präsentation,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=ADDD91038BEBF86E4CB8A1D26154071D.pas085cm?state=verpublish&status=init&vmfile=no&publishid=332548&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
false,false,Vortragsreihe Ambiguität und Gender. Das Dritte Geschlecht in Geschichte und Gegenwart,Kultur und Gesellschaft,Vorlesung,,,,WiSe 2019/20,2,30,30,2 - 2,2,Belegpflicht,,,Studium liberale im IOS (Modul E3);Link zur EKfG Vortragsreihe,Deutsch;Englisch,E3 Abmelden Sem 25.09.2019 16:00:00 - 31.03.2020 23:59:59 aktuell,;Studium liberale (E3);;Institut für Optionale Studien IOS;,Do.;Do.;,16:00 bis 18:00 c.t.;16:00 bis 18:00;,wöch.;EinzelT;,von 31.10.2019;am 16.01.2020;,;R12S - R12 S05 H81;,;;,;;,Essen,E - R09 T00 K18*;E - R12 S05 H81* (Klausur);,28.11.2019: 09.01.2020:;;,;;,;;,-,-,Klausur,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=ADDD91038BEBF86E4CB8A1D26154071D.pas085cm?state=verpublish&status=init&vmfile=no&publishid=337907&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
true,true,Grundlagen der Wirtschaftspsychologie,Kultur und Gesellschaft,Vorlesung,,,,WiSe 2019/20,,25,25,4 - 4,4,Belegpflicht,,,Studium liberale im IOS (Modul E3),Deutsch,E3 Abmelden KW42 07.10.2019 09:00:01 - 31.03.2020 23:59:59 aktuell;E3 Direkte Zulassung/Warteliste KW42 25.09.2019 16:00:00 - 07.10.2019 09:00:00;E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,;Studium liberale (E3);,Di.;,12:00 bis 14:00;,wöch.;,von 15.10.2019;,;,;,;,Duisburg (L/M),D - LB 134;,;,25;,;,ALLE,BiWi;IngWi;WiWi;BWL (MSM);BWL (WiWi);Energy;KuWi;MOAS (Wi);Wi-Mathe,Klausur,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=ADDD91038BEBF86E4CB8A1D26154071D.pas085cm?state=verpublish&status=init&vmfile=no&publishid=332885&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
true,true,"Allgemeine Psychologie A: „Perzeption, Kognition und Handeln“",Kultur und Gesellschaft,Vorlesung,,,,WiSe 2019/20,2,20,20,4 - 4,4,Belegpflicht,,,Studium liberale im IOS (Modul E3),Deutsch,E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Abmelden KW42 07.10.2019 09:00:01 - 31.03.2020 23:59:59 aktuell;E3 Direkte Zulassung/Warteliste KW42 25.09.2019 16:00:00 - 07.10.2019 09:00:00;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,;Studium liberale (E3);,Mo.;,18:00 bis 20:00;,wöch.;,von 14.10.2019;,;,;,;,Duisburg (L/M),D - LX 1205;,;,;,;,ALLE,BiWi;IngWi;Energy,Klausur,yes,4.72,3,4.33,4.67,5.0,5.0,4.67,4.67,4.0,100,https://campus.uni-due.de/lsf/rds;jsessionid=ADDD91038BEBF86E4CB8A1D26154071D.pas085cm?state=verpublish&status=init&vmfile=no&publishid=332554&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
true,true,Grundlagen der Medienpsychologie,Kultur und Gesellschaft,Vorlesung,,,,WiSe 2019/20,,20,20,4 - 4,4,Belegpflicht,,,Studium liberale im IOS (Modul E3),Deutsch,E3 Direkte Zulassung/Warteliste KW42 25.09.2019 16:00:00 - 07.10.2019 09:00:00;E3 Abmelden KW42 07.10.2019 09:00:01 - 31.03.2020 23:59:59 aktuell;E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,;Studium liberale (E3);,Do.;,10:00 bis 12:00;,wöch.;,von 17.10.2019;,;,;,;,Duisburg (L/M),D - LB 131;,;,20;,;,ALLE,BiWi;IngWi;Energy,Klausur,yes,3.63,8,3.63,3.25,3.75,4.13,3.5,3.5,4.0,62,https://campus.uni-due.de/lsf/rds;jsessionid=ADDD91038BEBF86E4CB8A1D26154071D.pas085cm?state=verpublish&status=init&vmfile=no&publishid=332968&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
true,true,Grundlagen der Sozialpsychologie,Kultur und Gesellschaft,Vorlesung,,,,WiSe 2019/20,,20,20,4 - 4,4,Belegpflicht,,,Studium liberale im IOS (Modul E3),Deutsch,E3 Abmelden KW42 07.10.2019 09:00:01 - 31.03.2020 23:59:59 aktuell;E3 Direkte Zulassung/Warteliste KW42 25.09.2019 16:00:00 - 07.10.2019 09:00:00;E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,;Studium liberale (E3);,Mi.;,14:00 bis 16:00;,wöch.;,von 16.10.2019;,;,;,;,Duisburg (L/M),D - LB 107;,;,20;,;,ALLE,BiWi;IngWi;Energy,Klausur,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=ADDD91038BEBF86E4CB8A1D26154071D.pas085cm?state=verpublish&status=init&vmfile=no&publishid=332967&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
false,true,Psychologische Grundlagen computervermittelter Kommunikation: Lernen und Arbeiten in kooperativen Settings (CvK),Kultur und Gesellschaft,E-Learning,,,,WiSe 2019/20,,100,100,4 - 4,4,Belegpflicht,,,Studium liberale im IOS (Modul E3),Deutsch,E3 Abmelden Sem 25.09.2019 16:00:00 - 31.03.2020 23:59:59 aktuell,;Studium liberale (E3);,Mo.;,bis;,wöch.;,von 14.10.2019;,;,;,;,online,Veröffentlichung der Materialien und Aufgaben online wöchentlich (Mo.)**;,;,;,;;,ALLE,BiWi;IngWi;Energy,Schriftliche Ausarbeitung;Klausur,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=ADDD91038BEBF86E4CB8A1D26154071D.pas085cm?state=verpublish&status=init&vmfile=no&publishid=332500&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
false,false,Creative Lab Ruhr: gesellschaftlich wirken und regional vernetzen,Kultur und Gesellschaft,Blockseminar,,,,WiSe 2019/20,,15,15,5 - 5,5,Belegpflicht,,,Studium liberale im IOS (Modul E3),Deutsch,E3 Uniaktiv Anmeldung 25.09.2019 16:00:00 - 31.03.2020 23:59:59 aktuell;E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,;;;Studium liberale (E3);;;;,Do.;-.;-.;Mi.;-.;Fr.;,16:00 bis 18:00;10:00 bis 18:00;10:00 bis 18:00;16:00 bis 18:00;10:00 bis 18:00;09:00 bis 16:00;,EinzelT;Block;Block;EinzelT;Block;EinzelT;,am 07.11.2019;09.01.2020 bis 10.01.2020;20.02.2020 bis 21.02.2020;am 13.11.2019;06.02.2020 bis 07.02.2020;am 13.03.2020;,;;;;;;,;;;;;;,;;;;;;,Bochum;Essen,RUB - UFO 0/01*;E - Glaspavillon;E - Glaspavillon;E - WST-A.02.04*;RUB - UFO 0/01;RUB - UFO 0/01**;,;;;;;;,15;15;15;15;15;15;,;;,-,-,Schriftliche Ausarbeitung;Präsentation,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=ADDD91038BEBF86E4CB8A1D26154071D.pas085cm?state=verpublish&status=init&vmfile=no&publishid=337373&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
true,true,Grundlagen der multimedialen Gestaltung von Präsentationen für BauIng,Kultur und Gesellschaft,Seminar,,,,WiSe 2019/20,,180,180,3 - 3,3,Belegpflicht,,,Studium liberale im IOS (Modul E3),Deutsch,E3 Abmelden Sem 25.09.2019 16:00:00 - 31.03.2020 23:59:59 aktuell;E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,;;Studium liberale (E3);;,Do.;Do.;Do.;,14:00 bis 16:00;16:00 bis 18:00;14:00 bis 16:00;,EinzelT;EinzelT;wöch.;,am 17.10.2019;am 05.12.2019;24.10.2019 bis 23.01.2020;,R12S - R12 S00 H12;A - A-009;A - A-009;,;;;,;;;,Essen,;;E - PC-Hall A-009;,;;;,180;;180;,;;;,ALLE (außer Bauingenieurwesen (1. FS)),Alle außer BauIng (1. FS),Klausur,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=ADDD91038BEBF86E4CB8A1D26154071D.pas085cm?state=verpublish&status=init&vmfile=no&publishid=331968&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
true,true,Inter-/Transkulturalität & Interkulturelle Kompetenz. Eine Einführung,Kultur und Gesellschaft,E-Learning,,,,WiSe 2019/20,,,3,3,3,Belegpflicht,,,Studium liberale im IOS (Modul E3),Deutsch,E3 Abmelden Sem 25.09.2019 16:00:00 - 31.03.2020 23:59:59 aktuell,;Studium liberale (E3);,-.;,bis;,Block;,15.10.2019 bis 31.01.2020;,;,;,;,online,;,;,;,,-,-,unknown,yes,4,4,4.0,4.75,3.5,3.5,4.0,4.0,3.0,75,https://campus.uni-due.de/lsf/rds;jsessionid=ADDD91038BEBF86E4CB8A1D26154071D.pas085cm?state=verpublish&status=init&vmfile=no&publishid=332884&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
false,true,Analysis 1,Natur und Technik,Vorlesung/Übung,,,,WiSe 2019/20,6,20,20,9 - 9,9,Belegpflicht,,,Studium liberale im IOS (Modul E3),Deutsch,E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Abmelden KW42 07.10.2019 09:00:01 - 31.03.2020 23:59:59 aktuell;E3 Direkte Zulassung/Warteliste KW42 25.09.2019 16:00:00 - 07.10.2019 09:00:00;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,;Studium liberale (E3);;,Di.;Fr.;,16:00 bis 18:00;10:00 bis 12:00;,wöch.;wöch.;,von 15.10.2019;von 18.10.2019;,;;,;;,;;,Essen,E - S05 T00 B08 (VO1)*;E - S05 T00 B08 (VO2)*;,;;,;;,;,"Angewandte Informatik,Bauingenieurwesen,Elektrotechnik und Informationstechnik;ISE;Maschinenbau;Medizintechnik;Nano Engineering",Mathe;WiWi;Angewandte Informatik (IngWi);Angewandte Informatik (WiWi);BauIng;EIT;ISE;Maschinenbau;Medizintechnik;NanoEng,Klausur,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=B65C4A292F48E939D088D398F9A988A9.pas083cm?state=verpublish&status=init&vmfile=no&publishid=332519&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
false,true,Diskrete Mathematik 1,Natur und Technik,Vorlesung/Übung,,,,WiSe 2019/20,2,10,10,3 - 3,3,Belegpflicht,,,Studium liberale im IOS (Modul E3),Deutsch,E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Abmelden KW42 07.10.2019 09:00:01 - 31.03.2020 23:59:59 aktuell;E3 Direkte Zulassung/Warteliste KW42 25.09.2019 16:00:00 - 07.10.2019 09:00:00;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,;Studium liberale (E3);,Mi.;,10:00 bis 12:00;,wöch.;,von 16.10.2019;,;,;,;,Essen,E - S05 T00 B08 (VO)*;,;,;,;,"Angewandte Informatik,Bauingenieurwesen,Elektrotechnik und Informationstechnik;ISE;Maschinenbau;Medizintechnik;Nano Engineering",Mathe;WiWi;Angewandte Informatik (IngWi);Angewandte Informatik (WiWi);BauIng;EIT;ISE;Maschinenbau;Medizintechnik;NanoEng,Klausur,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=B65C4A292F48E939D088D398F9A988A9.pas083cm?state=verpublish&status=init&vmfile=no&publishid=332520&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
true,true,Einführung in die mathematische Logik,Natur und Technik,Vorlesung/Übung,,,,WiSe 2019/20,4,20,20,6 - 6,6,Belegpflicht,,,Studium liberale im IOS (Modul E3),Deutsch,E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Abmelden KW42 07.10.2019 09:00:01 - 31.03.2020 23:59:59 aktuell;E3 Direkte Zulassung/Warteliste KW42 25.09.2019 16:00:00 - 07.10.2019 09:00:00;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,;Studium liberale (E3);;,Do.;Do.;,08:00 bis 10:00;10:00 bis 12:00;,wöch.;wöch.;,von 17.10.2019;von 17.10.2019;,;;,;;,;;,Essen,E - WSC-S-U-3.01 (VO1);E - WSC-S-U-3.01 (ÜB);,;;,;;,;,"Angewandte Informatik,Bauingenieurwesen,Elektrotechnik und Informationstechnik;ISE;Maschinenbau;Medizintechnik;Nano Engineering",Mathe;WiWi;Angewandte Informatik (IngWi);Angewandte Informatik (WiWi);BauIng;BWL (MSM);BWL (WiWi);EIT;ISE;Maschinenbau;Medizintechnik;NanoEng,Klausur,yes,3.0,15,3.27,3.13,2.87,2.47,3.53,2.73,2.47,53,https://campus.uni-due.de/lsf/rds;jsessionid=B65C4A292F48E939D088D398F9A988A9.pas083cm?state=verpublish&status=init&vmfile=no&publishid=332522&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
false,true,Lineare Algebra,Natur und Technik,Vorlesung/Übung,,,,WiSe 2019/20,6,5,5,9 - 9,9,Belegpflicht,,,Studium liberale im IOS (Modul E3),Deutsch,E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Abmelden KW42 07.10.2019 09:00:01 - 31.03.2020 23:59:59 aktuell;E3 Direkte Zulassung/Warteliste KW42 25.09.2019 16:00:00 - 07.10.2019 09:00:00;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,;Studium liberale (E3);;,Mo.;Mi.;,14:00 bis 16:00;12:00 bis 14:00;,wöch.;wöch.;,von 14.10.2019;von 16.10.2019;,;;,;;,;;,Essen,E - S05 T00 B08 (VO1)*;E - S05 T00 B08 (VO2)*;,;;,;;,;,"Angewandte Informatik,Bauingenieurwesen,Elektrotechnik und Informationstechnik;ISE;Maschinenbau;Medizintechnik;Nano Engineering",Mathe;WiWi;Angewandte Informatik (IngWi);Angewandte Informatik (WiWi);BauIng;EIT;ISE;Maschinenbau;Medizintechnik;NanoEng,Klausur,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=B65C4A292F48E939D088D398F9A988A9.pas083cm?state=verpublish&status=init&vmfile=no&publishid=332521&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
true,true,Experimentalphysik 1,Natur und Technik,Vorlesung,,,,WiSe 2019/20,4,15,15,3 - 3,3,Belegpflicht,,,Studium liberale im IOS (Modul E3),Deutsch,E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Abmelden KW42 07.10.2019 09:00:01 - 31.03.2020 23:59:59 aktuell;E3 Direkte Zulassung/Warteliste KW42 25.09.2019 16:00:00 - 07.10.2019 09:00:00;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,;Studium liberale (E3);;,Mo.;Di.;,16:00 bis 18:00;14:00 bis 16:00;,wöch.;wöch.;,von 14.10.2019;von 15.10.2019;,;;,;;,;;,Essen,E - S05 T00 B42 (VO1);E - S05 T00 B42 (VO2);,;;,;;,;,Bauingenieurwesen;Elektrotechnik und Informationstechnik;ISE;Maschinenbau;Medizintechnik;Nano Engineering;Wirtschaftsingenieurwesen,Bio;Chemie;Physik;BauIng;EIT;ISE;Maschinenbau;Medizintechnik;NanoEng;Wi-Ing,Mündliche Prüfung,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=B65C4A292F48E939D088D398F9A988A9.pas083cm?state=verpublish&status=init&vmfile=no&publishid=332523&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
false,false,Physik des Sonnensystems,Natur und Technik,Vorlesung,,,,WiSe 2019/20,2,15,15,2 - 3,2;3,Belegpflicht,,,Studium liberale im IOS (Modul E3),Deutsch,E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Abmelden KW42 07.10.2019 09:00:01 - 31.03.2020 23:59:59 aktuell;E3 Direkte Zulassung/Warteliste KW42 25.09.2019 16:00:00 - 07.10.2019 09:00:00;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,;Studium liberale (E3);,Fr.;,14:00 bis 16:00;,wöch.;,von 18.10.2019;,;,;,;,Essen,E - T03 R06 D86;,;,;,;,Bauingenieurwesen;Elektrotechnik und Informationstechnik;ISE;Maschinenbau;Medizintechnik;Nano Engineering;Wirtschaftsingenieurwesen,Bio;Chemie;Physik;BauIng;EIT;ISE;Maschinenbau;Medizintechnik;NanoEng;Wi-Ing,Schriftliche Ausarbeitung,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=B65C4A292F48E939D088D398F9A988A9.pas083cm?state=verpublish&status=init&vmfile=no&publishid=332646&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
false,true,Physik und Kreativität,Natur und Technik,Seminar,,,,WiSe 2019/20,2,4,4,2 - 2,2,Belegpflicht,,,Studium liberale im IOS (Modul E3),Deutsch,E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Abmelden KW42 07.10.2019 09:00:01 - 31.03.2020 23:59:59 aktuell;E3 Direkte Zulassung/Warteliste KW42 25.09.2019 16:00:00 - 07.10.2019 09:00:00;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,;Studium liberale (E3);,Do.;,14:00 bis 16:00;,wöch.;,von 17.10.2019;,;,;,;,Essen,D - T03 R06 D86;,;,;,;,Bauingenieurwesen;Elektrotechnik und Informationstechnik;ISE;Maschinenbau;Medizintechnik;Nano Engineering;Wirtschaftsingenieurwesen,Bio;Chemie;Physik;BauIng;EIT;ISE;Maschinenbau;Medizintechnik;NanoEng;Wi-Ing,Schriftliche Ausarbeitung,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=B65C4A292F48E939D088D398F9A988A9.pas083cm?state=verpublish&status=init&vmfile=no&publishid=332637&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
true,true,Allgemeine Chemie (Behrens),Natur und Technik,Vorlesung/Übung,,,,WiSe 2019/20,4,10,10,5 - 6,5;6,Belegpflicht,,,Studium liberale im IOS (Modul E3),Deutsch,E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Abmelden KW42 07.10.2019 09:00:01 - 31.03.2020 23:59:59 aktuell;E3 Direkte Zulassung/Warteliste KW42 25.09.2019 16:00:00 - 07.10.2019 09:00:00;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,;;Studium liberale (E3);;,Mo.;Do.;Do.;,08:00 bis 10:00;10:00 bis 12:00;08:00 bis 10:00;,wöch.;wöch.;wöch.;,von 14.10.2019;von 17.10.2019;von 17.10.2019;,;;;,;;;,;;;,Essen,E - S04 T01 A02 (VO1);E - S04 T01 A02 (ÜB)*;E - S04 T01 A02 (VO2);,;;;,;;;,;,Bauingenieurwesen;Elektrotechnik und Informationstechnik;ISE;Maschinenbau;Medizintechnik;Nano Engineering,Bio;Chemie;BauIng;EIT;Energy;ISE;Maschinenbau;Medizintechnik;NanoEng,Klausur;Mündliche Prüfung,yes,3.79,7,3.83,3.5,4.14,4.29,3.43,3.57,3.0,86,https://campus.uni-due.de/lsf/rds;jsessionid=B65C4A292F48E939D088D398F9A988A9.pas083cm?state=verpublish&status=init&vmfile=no&publishid=332525&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
true,true,Allgemeine Chemie (Epple),Natur und Technik,Vorlesung/Übung,,,,WiSe 2019/20,4,10,10,6 - 6,6,Belegpflicht,,,Studium liberale im IOS (Modul E3),Deutsch,E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Abmelden KW42 07.10.2019 09:00:01 - 31.03.2020 23:59:59 aktuell;E3 Direkte Zulassung/Warteliste KW42 25.09.2019 16:00:00 - 07.10.2019 09:00:00;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,;Studium liberale (E3);;,Mi.;Do.;,14:00 bis 16:00;16:00 bis 19:00;,wöch.;wöch.;,von 16.10.2019;von 17.10.2019;,;;,;;,;;,Essen,E - S04 T01 A02 (VO1)*;E - S04 T01 A02 (VO2)*;,;;,;;,;,Bauingenieurwesen;Elektrotechnik und Informationstechnik;ISE;Maschinenbau;Medizintechnik;Nano Engineering,Bio;Chemie;BauIng;EIT;Energy;ISE;Maschinenbau;Medizintechnik;NanoEng,Klausur,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=B65C4A292F48E939D088D398F9A988A9.pas083cm?state=verpublish&status=init&vmfile=no&publishid=332524&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
true,true,Analytische Chemie I,Natur und Technik,Vorlesung,,,,WiSe 2019/20,2,30,30,3 - 5,3;4;5,Belegpflicht,,,Studium liberale im IOS (Modul E3),Deutsch,E3 Zwischenabmeldung 24.09.2019 09:30:01 - 25.09.2019 15:59:59;E3 Abmelden KW42 07.10.2019 09:00:01 - 31.03.2020 23:59:59 aktuell;E3 Direkte Zulassung/Warteliste KW42 25.09.2019 16:00:00 - 07.10.2019 09:00:00;E3 Losfrist 18.09.2019 10:30:00 - 24.09.2019 09:30:00,;Studium liberale (E3);,Mi.;,08:00 bis 10:00;,wöch.;,von 16.10.2019;,;,;,;,Essen,E - S05 T00 B42;,;,;,;,Elektrotechnik und Informationstechnik;ISE;Maschinenbau;Medizintechnik;Nano Engineering,Bio;Chemie;EIT;Energy;ISE;Maschinenbau;Medizintechnik;NanoEng,Klausur,yes,,,,,,,,,,,https://campus.uni-due.de/lsf/rds;jsessionid=B65C4A292F48E939D088D398F9A988A9.pas083cm?state=verpublish&status=init&vmfile=no&publishid=332598&moduleCall=webInfo&publishConfFile=webInfo&publishSubDir=veranstaltung
